claim_id,retailer_id,claim_date,invoice_id,promo_id,claim_type,claimed_amount_usd,Raw_Claim_Text,supporting_doc_ref
CLM-0173,RET-004,2026-04-07,INV-004-0008,,Price Difference,65.32,"PRICE DIFF VS AGREED LIST, CLAIMING USD 65.32, INV INV-004-0008  //fwd from finance team, pls action",DOC-0173.pdf
CLM-0174,RET-006,2026-07-14,INV-006-0016,,Damages,39.8,"DMG claim $39.80 - pls credit note  //fwd from finance team, pls action",DOC-0174.pdf
CLM-0175,RET-005,2026-06-13,INV-005-0010,PRM-0026,Co-op Marketing,503.58,marketing coop claim - USD 503.58,
CLM-0176,RET-006,2025-11-16,INV-006-0009,PRM-0030,Promo Discount Support,447.24,Deduction taken: Night Pad Launch support. USD 447.24. contact acct team for query,DOC-0176.pdf
CLM-0177,RET-004,2026-08-23,INV-004-0010,,Shortage,113.96,qty shortage claim $113.96,DOC-0177.pdf
CLM-0178,RET-005,2026-05-27,INV-005-0008,PRM-0029,Co-op Marketing,313.01,"CO-OP MARKETING CONTRIBUTION SHELF RESET USD 313.01  //fwd from finance team, pls action",DOC-0178.pdf
CLM-0179,RET-003,2026-05-06,INV-003-0014,PRM-0014,Co-op Marketing,860.71,"co-op marketing contribution Back-to-Campus USD 860.71  //fwd from finance team, pls action",DOC-0179.pdf
CLM-0180,RET-003,2026-05-02,INV-003-0014,,Shortage,424.83,short delivery on INV-003-0014. shortfall value $424.83,
CLM-0181,RET-005,2026-05-14,INV-005-0002,,Damages,39.91,"DMG claim USD 39.91 - pls credit note  //fwd from finance team, pls action",DOC-0181.pdf
CLM-0182,RET-006,2026-03-18,INV-006-0005,,Shortage,170.88,QTY SHORTAGE CLAIM $170.88,DOC-0182.pdf
CLM-0183,RET-002,2026-08-23,INV-002-0007,,Freight,216.35,delivery charge back USD 216.35,DOC-0183.pdf
CLM-0184,RET-004,2026-01-11,INV-004-0027,,Price Difference,87.3,invoice priced higher than trade terms. diff USD 87.30,DOC-0184.pdf
CLM-0185,RET-001,2025-12-06,INV-001-0041,,Damages,228.63,"DMG claim USD 228.63 - pls credit note  //fwd from finance team, pls action",DOC-0185.pdf
CLM-0186,RET-006,2026-08-22,INV-006-0016,,Shortage,62.31,qty shortage claim USD 62.31,DOC-0186.pdf
CLM-0187,RET-003,2026-03-04,INV-003-0009,PRM-0016,Co-op Marketing,1286.03,"co-op marketing contribution Diaper Intro Offer USD 1,286.03  (resubmission - not yet paid?)",DOC-0187.pdf
CLM-0188,RET-003,2026-02-02,INV-003-0009,,Freight,373.22,"freight recovery $373.22 inv INV-003-0009  //fwd from finance team, pls action",DOC-0188.pdf
CLM-0189,RET-004,2026-03-03,INV-004-0030,PRM-0018,Co-op Marketing,907.58,"co-op marketing contribution Festive Gifting USD 907.58  //fwd from finance team, pls action",DOC-0189.pdf
CLM-0190,RET-002,2026-01-15,INV-002-0009,PRM-0009,Promo Discount Support,1128.03,"Pls process promo support for Diaper Intro Offer as per agreement. amt $1,128.03. inv ref INV-002-0009",DOC-0190.pdf
CLM-0191,RET-005,2026-04-16,INV-005-0002,,Shortage,41.41,qty shortage claim USD 41.41,
CLM-0192,RET-004,2026-01-07,INV-004-0023,,Freight,270.34,FREIGHT RECOVERY USD 270.34 INV INV-004-0023,DOC-0192.pdf
CLM-0193,RET-001,2025-11-04,INV-001-0029,PRM-0005,Promo Discount Support,1044.86,"DEDUCTION TAKEN: DIAPER INTRO OFFER SUPPORT. $1,044.86. CONTACT ACCT TEAM FOR QUERY",DOC-0193.pdf
CLM-0194,RET-004,2026-08-23,INV-004-0022,,Damages,113.77,"DAMAGED STOCK ON DELIVERY INV-004-0022, CLAIMING USD 113.77",DOC-0194.pdf
CLM-0195,RET-005,2026-05-15,INV-005-0008,,Price Difference,181.65,invoice priced higher than trade terms. diff $181.65,DOC-0195.pdf
CLM-0196,RET-006,2026-05-30,INV-006-0006,,Freight,360.31,FREIGHT RECOVERY $360.31 INV INV-006-0006,DOC-0196.pdf
CLM-0197,RET-004,2026-07-26,INV-004-0024,,Shortage,54.32,QTY SHORTAGE CLAIM USD 54.32,DOC-0197.pdf
CLM-0198,RET-005,2026-07-01,INV-005-0008,,Listing Fee,201.79,LISTING FEE Q3 - $201.79 - ref INV-005-0008,DOC-0198.pdf
CLM-0199,RET-001,2026-03-08,INV-001-0010,,Listing Fee,887.49,Annual listing fee new SKU. USD 887.49. per trade terms,DOC-0199.pdf
CLM-0200,RET-006,2025-12-13,INV-006-0012,,Freight,207.91,FREIGHT RECOVERY USD 207.91 INV INV-006-0012,DOC-0200.pdf
CLM-0201,RET-002,2025-12-09,INV-002-0004,,Freight,265.73,freight recovery USD 265.73 inv INV-002-0004  (resubmission - not yet paid?),
CLM-0202,RET-003,2026-04-29,INV-003-0011,PRM-0014,Co-op Marketing,861.97,"co-op marketing contribution Back-to-Campus $861.97  //fwd from finance team, pls action",DOC-0202.pdf
CLM-0203,RET-006,2026-08-23,INV-006-0002,,Shortage,70.1,QTY SHORTAGE CLAIM USD 70.10,DOC-0203.pdf
CLM-0204,RET-006,2026-07-14,INV-006-0004,PRM-0031,Promo Discount Support,609.76,PLS PROCESS PROMO SUPPORT FOR RAMADAN BUNDLE AS PER AGREEMENT. AMT USD 609.76. INV REF INV-006-0004,DOC-0204.pdf
CLM-0205,RET-003,2026-03-10,INV-003-0009,,Listing Fee,2966.01,"Annual listing fee new SKU. $2,966.01. per trade terms",
CLM-0206,RET-001,2026-05-24,INV-001-0032,PRM-0002,Promo Discount Support,911.92,"claiming promotional discount support Ramadan Bundle - total USD 911.92. see attached remittance  //fwd from finance team, pls action",
CLM-0207,RET-003,2026-08-23,INV-003-0008,,Damages,39.12,"Goods received damaged. Raising claim $39.12. photos w/ store mgr  //fwd from finance team, pls action",DOC-0207.pdf
CLM-0208,RET-006,2026-08-18,INV-006-0002,,Promo Discount Support,306.88,"PLS PROCESS PROMO SUPPORT FOR NIGHT PAD LAUNCH AS PER AGREEMENT. AMT $306.88. INV REF INV-006-0002  //fwd from finance team, pls action",DOC-0208.pdf
CLM-0209,RET-005,2026-08-09,INV-005-0009,PRM-0025,Promo Discount Support,1192.8,"claiming promotional discount support Shelf Reset - total $1,192.80. see attached remittance",DOC-0209.pdf
CLM-0210,RET-003,2025-11-19,INV-003-0012,PRM-0017,Co-op Marketing,943.15,CO-OP MARKETING CONTRIBUTION DIAPER INTRO OFFER USD 943.15,DOC-0210.pdf
CLM-0211,RET-001,2026-02-02,INV-001-0035,PRM-0001,Co-op Marketing,1559.02,"marketing coop claim - $1,559.02  //fwd from finance team, pls action",
CLM-0212,RET-005,2026-05-01,INV-005-0002,,Listing Fee,892.64,ANNUAL LISTING FEE NEW SKU. USD 892.64. PER TRADE TERMS,
CLM-0213,RET-004,2026-08-23,INV-004-0032,PRM-0018,Co-op Marketing,894.1,MARKETING COOP CLAIM - USD 894.10,DOC-0213.pdf
CLM-0214,RET-002,2026-05-14,INV-002-0006,,Listing Fee,400.11,Annual listing fee new SKU. $400.11. per trade terms,
CLM-0215,RET-005,2026-03-21,INV-005-0002,,Price Difference,94.58,"invoice priced higher than trade terms. diff USD 94.58  //fwd from finance team, pls action",DOC-0215.pdf
CLM-0216,RET-002,2026-08-23,INV-002-0007,,Shortage,69.52,SHORT DELIVERY ON INV-002-0007. SHORTFALL VALUE $69.52,DOC-0216.pdf
CLM-0217,RET-003,2026-01-28,INV-003-0012,,Shortage,154.64,"QTY SHORTAGE CLAIM $154.64  //fwd from finance team, pls action",
CLM-0218,RET-002,2026-05-04,INV-002-0002,,Damages,188.41,DMG CLAIM $188.41 - PLS CREDIT NOTE,DOC-0218.pdf
CLM-0219,RET-005,2026-05-30,INV-005-0005,,Damages,40.14,"DAMAGED STOCK ON DELIVERY INV-005-0005, CLAIMING USD 40.14",DOC-0219.pdf
CLM-0220,RET-002,2026-07-06,INV-002-0008,,Damages,39.51,Goods received damaged. Raising claim $39.51. photos w/ store mgr,DOC-0220.pdf
CLM-0221,RET-002,2026-05-29,INV-002-0003,,Listing Fee,612.73,LISTING FEE Q3 - USD 612.73 - ref INV-002-0003,DOC-0221.pdf
CLM-0222,RET-002,2026-07-08,INV-002-0008,,Price Difference,286.32,invoice priced higher than trade terms. diff $286.32,DOC-0222.pdf
CLM-0223,RET-002,2026-05-14,INV-002-0001,,Shortage,90.43,short delivery on INV-002-0001. shortfall value $90.43,DOC-0223.pdf
CLM-0224,RET-004,2026-05-17,INV-004-0008,,Listing Fee,204.64,LISTING FEE Q3 - $204.64 - ref INV-004-0008,DOC-0224.pdf
CLM-0225,RET-001,2026-05-09,INV-001-0026,PRM-0004,Promo Discount Support,1177.27,"Pls process promo support for Ramadan Bundle as per agreement. amt $1,177.27. inv ref INV-001-0026",DOC-0225.pdf
CLM-0226,RET-006,2025-12-17,INV-006-0003,,Freight,278.38,delivery charge back $278.38,DOC-0226.pdf
CLM-0227,RET-002,2026-07-09,INV-002-0001,,Damages,39.34,DMG claim USD 39.34 - pls credit note,DOC-0227.pdf
CLM-0228,RET-001,2025-11-03,INV-001-0029,,Price Difference,115.08,"price diff vs agreed list, claiming USD 115.08, inv INV-001-0029",DOC-0228.pdf
CLM-0229,RET-003,2025-10-30,INV-003-0010,,Listing Fee,889.78,LISTING FEE Q3 - USD 889.78 - ref INV-003-0010,DOC-0229.pdf
CLM-0230,RET-001,2026-04-08,INV-001-0030,,Listing Fee,969.07,"ANNUAL LISTING FEE NEW SKU. $969.07. PER TRADE TERMS  //fwd from finance team, pls action",DOC-0230.pdf
CLM-0231,RET-003,2026-08-23,INV-003-0008,,Shortage,56.89,"short delivery on INV-003-0008. shortfall value USD 56.89  //fwd from finance team, pls action",
CLM-0232,RET-002,2026-08-23,INV-002-0005,,Price Difference,136.84,"price diff vs agreed list, claiming $136.84, inv INV-002-0005  //fwd from finance team, pls action",DOC-0232.pdf
CLM-0233,RET-001,2025-12-27,INV-001-0021,,Damages,40.83,"Goods received damaged. Raising claim $40.83. photos w/ store mgr  //fwd from finance team, pls action",DOC-0233.pdf
CLM-0234,RET-002,2026-06-22,INV-002-0001,,Price Difference,113.08,invoice priced higher than trade terms. diff $113.08,
CLM-0235,RET-004,2026-07-17,INV-004-0016,,Price Difference,673.77,"PRICE DIFF VS AGREED LIST, CLAIMING $673.77, INV INV-004-0016",DOC-0235.pdf
CLM-0236,RET-004,2025-09-21,INV-004-0000,PRM-0023,Promo Discount Support,1060.13,"PLS PROCESS PROMO SUPPORT FOR BACK-TO-CAMPUS AS PER AGREEMENT. AMT USD 1,060.13. INV REF INV-004-0000  //fwd from finance team, pls action",DOC-0236.pdf
CLM-0237,RET-001,2026-02-06,INV-001-0021,,Price Difference,179.72,invoice priced higher than trade terms. diff $179.72,
CLM-0238,RET-001,2026-05-20,INV-001-0032,,Promo Discount Support,430.65,Deduction taken: Ramadan Bundle support. USD 430.65. contact acct team for query,DOC-0238.pdf
CLM-0239,RET-001,2025-12-11,INV-001-0029,,Listing Fee,585.39,ANNUAL LISTING FEE NEW SKU. USD 585.39. PER TRADE TERMS,
CLM-0240,RET-002,2026-02-03,INV-002-0009,,Listing Fee,886.27,"Annual listing fee new SKU. USD 886.27. per trade terms  //fwd from finance team, pls action",DOC-0240.pdf
CLM-0241,RET-004,2026-08-12,INV-004-0012,PRM-0021,Promo Discount Support,452.23,Pls process promo support for Back-to-Campus as per agreement. amt USD 452.23. inv ref INV-004-0012,DOC-0241.pdf
CLM-0242,RET-002,2025-12-29,INV-002-0009,PRM-0010,Co-op Marketing,767.8,co-op marketing contribution Payday Sale $767.80,
CLM-0243,RET-003,2026-08-11,INV-003-0008,,Freight,254.51,"freight recovery USD 254.51 inv INV-003-0008  //fwd from finance team, pls action",DOC-0243.pdf
CLM-0244,RET-001,2026-06-23,INV-001-0006,,Price Difference,643.57,"price diff vs agreed list, claiming $643.57, inv INV-001-0006  //fwd from finance team, pls action",
CLM-0245,RET-002,2025-11-19,INV-002-0004,,Price Difference,146.95,"price diff vs agreed list, claiming $146.95, inv INV-002-0004  //fwd from finance team, pls action",DOC-0245.pdf
CLM-0246,RET-003,2026-08-12,INV-003-0008,PRM-0011,Promo Discount Support,580.2,"Deduction taken: Festive Gifting support. $580.20. contact acct team for query  //fwd from finance team, pls action",DOC-0246.pdf
CLM-0247,RET-004,2026-08-03,INV-004-0015,,Damages,39.98,"damaged stock on delivery INV-004-0015, claiming $39.98",DOC-0247.pdf
CLM-0248,RET-003,2026-06-15,INV-003-0002,PRM-0011,Damages,299.03,"DAMAGED STOCK ON DELIVERY INV-003-0002, CLAIMING USD 299.03  //fwd from finance team, pls action",DOC-0248.pdf
CLM-0249,RET-005,2026-08-23,INV-005-0004,PRM-0024,Promo Discount Support,1597.32,"DEDUCTION TAKEN: DIAPER INTRO OFFER SUPPORT. USD 1,597.32. CONTACT ACCT TEAM FOR QUERY",DOC-0249.pdf
CLM-0250,RET-004,2026-05-11,INV-004-0003,PRM-0022,Listing Fee,4337.32,"LISTING FEE Q3 - $4,337.32 - ref INV-004-0003",
CLM-0251,RET-006,2025-11-09,INV-006-0009,,Price Difference,623.17,"price diff vs agreed list, claiming USD 623.17, inv INV-006-0009",
CLM-0252,RET-005,2026-08-23,INV-005-0004,PRM-0027,Co-op Marketing,1392.88,"co-op marketing contribution Mid-Year Mega USD 1,392.88",
CLM-0253,RET-001,2025-10-14,INV-001-0025,PRM-0005,Co-op Marketing,1038.01,"co-op marketing contribution Diaper Intro Offer USD 1,038.01",DOC-0253.pdf
CLM-0254,RET-004,2026-01-02,INV-004-0019,PRM-0020,Co-op Marketing,1390.3,"co-op marketing contribution Ramadan Bundle USD 1,390.30",DOC-0254.pdf
CLM-0255,RET-005,2026-07-23,INV-005-0004,,Price Difference,60.2,"invoice priced higher than trade terms. diff USD 60.20  //fwd from finance team, pls action",DOC-0255.pdf
CLM-0256,RET-005,2025-10-15,INV-005-0006,,Price Difference,214.65,"price diff vs agreed list, claiming $214.65, inv INV-005-0006",DOC-0256.pdf
CLM-0257,RET-004,2025-11-21,INV-004-0023,PRM-0021,Co-op Marketing,440.85,co-op marketing contribution Back-to-Campus USD 440.85,DOC-0257.pdf
CLM-0258,RET-002,2025-12-14,INV-002-0009,PRM-0010,Co-op Marketing,750.73,MARKETING COOP CLAIM - $750.73,DOC-0258.pdf
CLM-0259,RET-003,2026-01-01,INV-003-0015,PRM-0017,Promo Discount Support,705.48,PLS PROCESS PROMO SUPPORT FOR DIAPER INTRO OFFER AS PER AGREEMENT. AMT $705.48. INV REF INV-003-0015,DOC-0259.pdf
CLM-0260,RET-004,2025-12-30,INV-004-0017,,Freight,177.87,delivery charge back USD 177.87,DOC-0260.pdf
CLM-0261,RET-002,2026-06-28,INV-002-0008,PRM-0008,Promo Discount Support,1526.61,"Pls process promo support for Diaper Intro Offer as per agreement. amt $1,526.61. inv ref INV-002-0008",DOC-0261.pdf
CLM-0262,RET-002,2026-08-18,INV-002-0007,PRM-0010,Co-op Marketing,749.42,"marketing coop claim - USD 749.42  //fwd from finance team, pls action",DOC-0262.pdf
CLM-0263,RET-002,2026-04-22,INV-002-0003,,Shortage,40.76,short delivery on INV-002-0003. shortfall value $40.76,
CLM-0264,RET-001,2026-04-01,INV-001-0030,,Shortage,68.0,"qty shortage claim $68.00  //fwd from finance team, pls action",
CLM-0265,RET-002,2026-08-11,INV-002-0005,,Freight,63.41,delivery charge back $63.41,
CLM-0266,RET-005,2025-12-19,INV-005-0006,,Freight,276.14,freight recovery $276.14 inv INV-005-0006,DOC-0266.pdf
CLM-0267,RET-002,2026-08-23,INV-002-0005,,Damages,76.87,DMG claim $76.87 - pls credit note,DOC-0267.pdf
CLM-0268,RET-004,2026-08-23,INV-004-0016,,Co-op Marketing,4886.77,"marketing coop claim - $4,886.77",
CLM-0269,RET-005,2026-05-05,INV-005-0013,,Damages,219.62,"damaged stock on delivery INV-005-0013, claiming USD 219.62",DOC-0269.pdf
CLM-0270,RET-004,2026-03-04,INV-004-0017,PRM-0021,Co-op Marketing,452.61,"co-op marketing contribution Back-to-Campus $452.61  //fwd from finance team, pls action",DOC-0270.pdf
CLM-0271,RET-006,2026-04-21,INV-006-0015,,Shortage,136.42,"QTY SHORTAGE CLAIM USD 136.42  //fwd from finance team, pls action",
CLM-0272,RET-004,2026-06-16,INV-004-0032,,Freight,65.32,DELIVERY CHARGE BACK $65.32,DOC-0272.pdf
CLM-0273,RET-005,2026-08-23,INV-005-0003,,Damages,40.77,Goods received damaged. Raising claim USD 40.77. photos w/ store mgr,
CLM-0274,RET-002,2026-03-16,INV-002-0002,PRM-0007,Promo Discount Support,1301.16,"PLS PROCESS PROMO SUPPORT FOR FESTIVE GIFTING AS PER AGREEMENT. AMT $1,301.16. INV REF INV-002-0002",DOC-0274.pdf
CLM-0275,RET-003,2026-02-16,INV-003-0009,PRM-0014,Co-op Marketing,872.91,MARKETING COOP CLAIM - $872.91,
CLM-0276,RET-004,2026-08-23,INV-004-0026,PRM-0018,Co-op Marketing,896.35,co-op marketing contribution Festive Gifting USD 896.35,DOC-0276.pdf
CLM-0277,RET-005,2026-06-21,INV-005-0008,,Damages,399.5,"damaged stock on delivery INV-005-0008, claiming $399.50",
CLM-0278,RET-005,2026-04-17,INV-005-0013,,Shortage,47.45,"short delivery on INV-005-0013. shortfall value USD 47.45  //fwd from finance team, pls action",DOC-0278.pdf
CLM-0279,RET-005,2026-04-25,INV-005-0007,PRM-0027,Co-op Marketing,1401.76,"CO-OP MARKETING CONTRIBUTION MID-YEAR MEGA USD 1,401.76",DOC-0279.pdf
CLM-0280,RET-003,2026-03-28,INV-003-0007,PRM-0016,Co-op Marketing,1285.9,"marketing coop claim - USD 1,285.90",DOC-0280.pdf
CLM-0281,RET-002,2026-04-09,INV-002-0000,PRM-0010,Co-op Marketing,760.5,co-op marketing contribution Payday Sale USD 760.50,DOC-0281.pdf
CLM-0282,RET-001,2026-05-09,INV-001-0035,,Freight,326.87,"DELIVERY CHARGE BACK $326.87  //fwd from finance team, pls action",
CLM-0283,RET-004,2025-12-13,INV-004-0020,,Shortage,75.82,short delivery on INV-004-0020. shortfall value $75.82,DOC-0283.pdf
CLM-0284,RET-001,2026-02-10,INV-001-0035,,Promo Discount Support,657.66,CLAIMING PROMOTIONAL DISCOUNT SUPPORT SHELF RESET - TOTAL $657.66. SEE ATTACHED REMITTANCE,DOC-0284.pdf
CLM-0285,RET-004,2026-08-23,INV-004-0006,,Shortage,39.83,QTY SHORTAGE CLAIM USD 39.83,
CLM-0286,RET-002,2026-06-04,INV-002-0008,,Damages,39.42,"damaged stock on delivery INV-002-0008, claiming USD 39.42",DOC-0286.pdf
CLM-0287,RET-005,2026-08-23,INV-005-0004,PRM-0026,Promo Discount Support,502.0,"PLS PROCESS PROMO SUPPORT FOR BACK-TO-CAMPUS AS PER AGREEMENT. AMT $502.00. INV REF INV-005-0004  //fwd from finance team, pls action",DOC-0287.pdf
CLM-0288,RET-001,2026-01-15,INV-001-0007,PRM-0002,Co-op Marketing,892.04,co-op marketing contribution Ramadan Bundle USD 892.04,DOC-0288.pdf
CLM-0289,RET-005,2025-10-27,INV-005-0000,,Listing Fee,607.56,"LISTING FEE Q3 - USD 607.56 - REF INV-005-0000  //fwd from finance team, pls action",DOC-0289.pdf
CLM-0290,RET-003,2025-10-21,INV-003-0012,PRM-0011,Damages,485.44,"damaged stock on delivery INV-003-0012, claiming USD 485.44",DOC-0290.pdf
CLM-0291,RET-001,2026-07-21,INV-001-0031,PRM-0001,Co-op Marketing,1390.63,"marketing coop claim - $1,390.63",
CLM-0292,RET-006,2025-11-15,INV-006-0011,,Freight,259.93,delivery charge back $259.93,DOC-0292.pdf
CLM-0293,RET-005,2026-04-24,INV-005-0001,,Shortage,125.07,QTY SHORTAGE CLAIM $125.07,
CLM-0294,RET-002,2026-07-30,INV-002-0010,,Freight,133.76,FREIGHT RECOVERY $133.76 INV INV-002-0010,DOC-0294.pdf
CLM-0295,RET-001,2025-09-19,INV-001-0025,,Listing Fee,199.51,LISTING FEE Q3 - USD 199.51 - ref INV-001-0025,DOC-0295.pdf
CLM-0296,RET-001,2026-04-04,INV-001-0040,,Listing Fee,195.88,Annual listing fee new SKU. USD 195.88. per trade terms,DOC-0296.pdf
CLM-0297,RET-002,2026-03-01,INV-002-0002,,Price Difference,418.86,invoice priced higher than trade terms. diff $418.86,DOC-0297.pdf
CLM-0298,RET-005,2026-08-23,INV-005-0012,,Shortage,61.17,short delivery on INV-005-0012. shortfall value $61.17,DOC-0298.pdf
CLM-0299,RET-002,2026-05-12,INV-002-0012,,Damages,39.65,"damaged stock on delivery INV-002-0012, claiming USD 39.65",DOC-0299.pdf
CLM-0300,RET-001,2026-01-27,INV-001-0021,,Listing Fee,3643.82,"Annual listing fee new SKU. USD 3,643.82. per trade terms",
CLM-0301,RET-001,2026-08-20,INV-001-0011,,Shortage,115.73,qty shortage claim USD 115.73,DOC-0301.pdf
CLM-0302,RET-003,2026-04-17,INV-003-0013,,Damages,492.9,Goods received damaged. Raising claim USD 492.90. photos w/ store mgr,DOC-0302.pdf
CLM-0303,RET-004,2026-02-06,INV-004-0020,,Freight,219.04,FREIGHT RECOVERY $219.04 INV INV-004-0020,DOC-0303.pdf
CLM-0304,RET-003,2025-12-09,INV-003-0006,,Price Difference,193.61,invoice priced higher than trade terms. diff $193.61,DOC-0304.pdf
CLM-0305,RET-004,2026-01-20,INV-004-0017,,Damages,39.78,Goods received damaged. Raising claim USD 39.78. photos w/ store mgr,DOC-0305.pdf
CLM-0306,RET-004,2026-08-23,INV-004-0014,PRM-0018,Listing Fee,5195.13,"LISTING FEE Q3 - USD 5,195.13 - ref INV-004-0014",DOC-0306.pdf
CLM-0307,RET-005,2026-04-20,INV-005-0007,PRM-0026,Promo Discount Support,483.11,"Pls process promo support for Back-to-Campus as per agreement. amt $483.11. inv ref INV-005-0007  //fwd from finance team, pls action",
CLM-0308,RET-001,2026-04-07,INV-001-0000,,Shortage,232.02,SHORT DELIVERY ON INV-001-0000. SHORTFALL VALUE $232.02,
CLM-0309,RET-005,2026-04-26,INV-005-0013,,Damages,123.46,Goods received damaged. Raising claim $123.46. photos w/ store mgr,DOC-0309.pdf
CLM-0310,RET-001,2025-12-31,INV-001-0017,PRM-0000,Co-op Marketing,1297.79,"marketing coop claim - $1,297.79",DOC-0310.pdf
CLM-0311,RET-001,2026-01-27,INV-001-0035,,Freight,273.49,freight recovery $273.49 inv INV-001-0035,DOC-0311.pdf
CLM-0312,RET-003,2026-08-23,INV-003-0008,PRM-0014,Co-op Marketing,860.79,co-op marketing contribution Back-to-Campus $860.79,DOC-0312.pdf
CLM-0313,RET-002,2026-08-23,INV-002-0007,,Listing Fee,612.3,"LISTING FEE Q3 - $612.30 - ref INV-002-0007  //fwd from finance team, pls action",DOC-0313.pdf
CLM-0314,RET-004,2026-06-04,INV-004-0002,,Listing Fee,399.95,"ANNUAL LISTING FEE NEW SKU. USD 399.95. PER TRADE TERMS  //fwd from finance team, pls action",DOC-0314.pdf
CLM-0315,RET-005,2026-03-14,INV-005-0002,,Listing Fee,407.51,LISTING FEE Q3 - USD 407.51 - ref INV-005-0002,DOC-0315.pdf
CLM-0316,RET-002,2026-06-15,INV-002-0001,PRM-0007,Promo Discount Support,1326.71,"Deduction taken: Festive Gifting support. USD 1,326.71. contact acct team for query  //fwd from finance team, pls action",DOC-0316.pdf
CLM-0317,RET-001,2026-03-31,INV-001-0043,,Listing Fee,399.96,ANNUAL LISTING FEE NEW SKU. USD 399.96. PER TRADE TERMS,DOC-0317.pdf
CLM-0318,RET-006,2026-01-06,INV-006-0009,,Shortage,97.3,"short delivery on INV-006-0009. shortfall value USD 97.30  //fwd from finance team, pls action",DOC-0318.pdf
CLM-0319,RET-001,2025-10-04,INV-001-0025,,Listing Fee,197.2,Annual listing fee new SKU. $197.20. per trade terms,DOC-0319.pdf
CLM-0320,RET-003,2025-10-26,INV-003-0012,PRM-0016,Promo Discount Support,1715.54,"Pls process promo support for Diaper Intro Offer as per agreement. amt USD 1,715.54. inv ref INV-003-0012  //fwd from finance team, pls action",DOC-0320.pdf
CLM-0321,RET-002,2025-11-14,INV-002-0004,PRM-0010,Co-op Marketing,767.12,"CO-OP MARKETING CONTRIBUTION PAYDAY SALE USD 767.12  //fwd from finance team, pls action",DOC-0321.pdf
CLM-0322,RET-002,2026-05-11,INV-002-0003,PRM-0007,Co-op Marketing,1268.06,"MARKETING COOP CLAIM - $1,268.06",DOC-0322.pdf
CLM-0323,RET-002,2026-01-07,INV-002-0009,PRM-0007,Co-op Marketing,1285.7,"marketing coop claim - $1,285.70",DOC-0323.pdf
CLM-0324,RET-004,2026-08-03,INV-004-0016,,Price Difference,482.75,invoice priced higher than trade terms. diff USD 482.75,
CLM-0325,RET-004,2026-08-23,INV-004-0012,PRM-0022,Promo Discount Support,1375.25,"Pls process promo support for Mid-Year Mega as per agreement. amt $1,375.25. inv ref INV-004-0012",DOC-0325.pdf
CLM-0326,RET-003,2026-02-09,INV-003-0004,,Damages,40.9,DMG claim $40.90 - pls credit note,
CLM-0327,RET-002,2026-05-16,INV-002-0003,,Damages,40.6,DMG CLAIM $40.60 - PLS CREDIT NOTE,DOC-0327.pdf
CLM-0328,RET-001,2026-03-29,INV-001-0034,,Price Difference,45.68,"price diff vs agreed list, claiming $45.68, inv INV-001-0034  //fwd from finance team, pls action",DOC-0328.pdf
CLM-0329,RET-005,2025-10-28,INV-005-0006,,Freight,322.79,freight recovery $322.79 inv INV-005-0006,
CLM-0330,RET-002,2026-06-03,INV-002-0002,,Freight,86.8,DELIVERY CHARGE BACK $86.80,DOC-0330.pdf
CLM-0331,RET-002,2026-08-23,INV-002-0007,,Listing Fee,395.9,LISTING FEE Q3 - $395.90 - ref INV-002-0007,DOC-0331.pdf
CLM-0332,RET-001,2025-12-31,INV-001-0042,,Damages,45.82,"damaged stock on delivery INV-001-0042, claiming $45.82  //fwd from finance team, pls action  (resubmission - not yet paid?)",DOC-0332.pdf
CLM-0333,RET-005,2026-06-03,INV-005-0013,,Price Difference,84.46,invoice priced higher than trade terms. diff $84.46,DOC-0333.pdf
CLM-0334,RET-004,2026-08-23,INV-004-0014,,Co-op Marketing,3614.58,"CO-OP MARKETING CONTRIBUTION BACK-TO-CAMPUS USD 3,614.58  (resubmission - not yet paid?)",DOC-0334.pdf
CLM-0335,RET-004,2026-08-23,INV-004-0006,PRM-0022,Promo Discount Support,1326.82,"claiming promotional discount support Mid-Year Mega - total $1,326.82. see attached remittance  (resubmission - not yet paid?)",DOC-0335.pdf
CLM-0336,RET-003,2026-02-20,INV-003-0006,PRM-0011,Promo Discount Support,587.4,Deduction taken: Festive Gifting support. $587.40. contact acct team for query,DOC-0336.pdf
CLM-0337,RET-002,2026-04-30,INV-002-0000,PRM-0008,Promo Discount Support,1520.69,"PLS PROCESS PROMO SUPPORT FOR DIAPER INTRO OFFER AS PER AGREEMENT. AMT $1,520.69. INV REF INV-002-0000",DOC-0337.pdf
CLM-0338,RET-002,2026-02-02,INV-002-0002,,Price Difference,106.2,invoice priced higher than trade terms. diff $106.20,DOC-0338.pdf
CLM-0339,RET-003,2025-11-11,INV-003-0012,,Shortage,277.13,QTY SHORTAGE CLAIM $277.13,DOC-0339.pdf
CLM-0340,RET-006,2026-01-21,INV-006-0009,PRM-0036,Co-op Marketing,1446.4,"CO-OP MARKETING CONTRIBUTION SHELF RESET USD 1,446.40",DOC-0340.pdf
CLM-0341,RET-001,2026-05-13,INV-001-0026,,Shortage,428.9,QTY SHORTAGE CLAIM USD 428.90,DOC-0341.pdf
CLM-0342,RET-002,2026-06-26,INV-002-0001,,Price Difference,367.88,"price diff vs agreed list, claiming USD 367.88, inv INV-002-0001",DOC-0342.pdf
