claim_id,retailer_id,contract_id,verdict,gate,claimed_amount_usd,excess_usd,source_document,clause,clause_text,decided_at
CLM-0166,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.47,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0167,RET-006,CONTRACT_BETA,HOLD,6-substantiation,603.78,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0169,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.68,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0173,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,65.32,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0174,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.8,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0175,RET-005,CONTRACT_BETA,HOLD,6-substantiation,503.58,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0177,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,113.96,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0180,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,424.83,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0181,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.91,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0182,RET-006,CONTRACT_BETA,REJECT,1-window,170.88,170.88,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0184,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,87.3,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0186,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,62.31,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0187,RET-003,CONTRACT_ALPHA,REJECT,5-duplicate,1286.03,1286.03,trade_terms_appendix.md,A5.1,"Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.",2026-08-23T10:55:28Z
CLM-0191,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,41.41,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0194,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,113.77,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0197,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,54.32,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0201,RET-002,CONTRACT_ALPHA,REJECT,5-duplicate,265.73,265.73,trade_terms_appendix.md,A5.1,"Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.",2026-08-23T10:55:28Z
CLM-0203,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,70.1,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0205,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,2966.01,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0206,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,911.92,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0207,RET-003,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.12,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0208,RET-006,CONTRACT_BETA,REJECT,3-clause,306.88,306.88,contract_beta.md,5.2,"A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.",2026-08-23T10:55:28Z
CLM-0210,RET-003,CONTRACT_ALPHA,REJECT,4-arithmetic,943.15,238.23,trade_terms_appendix.md,A2.1,"A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.",2026-08-23T10:55:28Z
CLM-0211,RET-001,CONTRACT_ALPHA,REJECT,4-arithmetic,1559.02,185.85,trade_terms_appendix.md,A2.1,"A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.",2026-08-23T10:55:28Z
CLM-0212,RET-005,CONTRACT_BETA,HOLD,6-substantiation,892.64,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0214,RET-002,CONTRACT_ALPHA,HOLD,6-substantiation,400.11,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0215,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,94.58,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0216,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,69.52,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0217,RET-003,CONTRACT_ALPHA,REJECT,1-window,154.64,154.64,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0218,RET-002,CONTRACT_ALPHA,REJECT,1-window,188.41,188.41,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0219,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.14,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0220,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.51,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0223,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,90.43,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0224,RET-004,CONTRACT_BETA,REJECT,1-window,204.64,204.64,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0227,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.34,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0228,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,115.08,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0231,RET-003,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,56.89,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0232,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,136.84,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0233,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.83,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0234,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,113.08,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0237,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,179.72,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0239,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,585.39,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0242,RET-002,CONTRACT_ALPHA,HOLD,6-substantiation,767.8,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0244,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,643.57,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0245,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,146.95,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0247,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.98,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0248,RET-003,CONTRACT_ALPHA,REJECT,3-clause,299.03,199.32,contract_alpha.md,9.4,The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.,2026-08-23T10:55:28Z
CLM-0250,RET-004,CONTRACT_BETA,HOLD,6-substantiation,4337.32,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0251,RET-006,CONTRACT_BETA,HOLD,6-substantiation,623.17,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0252,RET-005,CONTRACT_BETA,HOLD,6-substantiation,1392.88,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0255,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,60.2,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0263,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.76,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0264,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,68.0,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0265,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,63.41,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0267,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,76.87,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0268,RET-004,CONTRACT_BETA,HOLD,6-substantiation,4886.77,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0269,RET-005,CONTRACT_BETA,REJECT,3-clause,219.62,97.16,contract_beta.md,9.4,The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.,2026-08-23T10:55:28Z
CLM-0271,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,136.42,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0272,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,65.32,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0273,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.77,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0275,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,872.91,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0277,RET-005,CONTRACT_BETA,REJECT,3-clause,399.5,97.02,contract_beta.md,9.4,The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.,2026-08-23T10:55:28Z
CLM-0278,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,47.45,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0282,RET-001,CONTRACT_ALPHA,REJECT,1-window,326.87,326.87,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0283,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,75.82,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0284,RET-001,CONTRACT_ALPHA,REJECT,3-clause,657.66,657.66,contract_alpha.md,5.2,"A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.",2026-08-23T10:55:28Z
CLM-0285,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.83,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0286,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.42,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0290,RET-003,CONTRACT_ALPHA,REJECT,3-clause,485.44,186.26,contract_alpha.md,9.4,The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.,2026-08-23T10:55:28Z
CLM-0291,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,1390.63,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0293,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,125.07,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0294,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,133.76,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0298,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,61.17,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0299,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.65,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0300,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,3643.82,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0301,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,115.73,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0302,RET-003,CONTRACT_ALPHA,REJECT,3-clause,492.9,302.86,contract_alpha.md,9.4,The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.,2026-08-23T10:55:28Z
CLM-0305,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.78,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0306,RET-004,CONTRACT_BETA,HOLD,7-authority,5195.13,0.0,trade_terms_appendix.md,A3.2,"Claims above US$2,000 require Commercial Manager approval before settlement, regardless of whether the claim is otherwise valid and fully substantiated.",2026-08-23T10:55:28Z
CLM-0307,RET-005,CONTRACT_BETA,HOLD,6-substantiation,483.11,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0308,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,232.02,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0309,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,123.46,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0318,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,97.3,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0320,RET-003,CONTRACT_ALPHA,REJECT,4-arithmetic,1715.54,413.13,trade_terms_appendix.md,A2.1,"A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.",2026-08-23T10:55:28Z
CLM-0324,RET-004,CONTRACT_BETA,HOLD,6-substantiation,482.75,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0326,RET-003,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.9,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0327,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.6,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0328,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,45.68,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0329,RET-005,CONTRACT_BETA,HOLD,6-substantiation,322.79,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0330,RET-002,CONTRACT_ALPHA,REJECT,1-window,86.8,86.8,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0332,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,45.82,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0333,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,84.46,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0334,RET-004,CONTRACT_BETA,REJECT,5-duplicate,3614.58,3614.58,trade_terms_appendix.md,A5.1,"Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.",2026-08-23T10:55:28Z
CLM-0335,RET-004,CONTRACT_BETA,REJECT,5-duplicate,1326.82,1326.82,trade_terms_appendix.md,A5.1,"Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.",2026-08-23T10:55:28Z
CLM-0336,RET-003,CONTRACT_ALPHA,REJECT,1-window,587.4,587.4,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0338,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,106.2,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
